	word	frequency	volumes
6253	bedroom	1265	2.1212189197540283
6254	starter	1175	2.119701862335205
6255	crushed	817	2.1074233055114746
6256	directive	539	2.1071085929870605
6257	scrapping	332	2.1060338020324707
6258	happens	1045	2.101057767868042
6259	humour	890	2.10080623626709
6260	leicester	1398	2.1001904010772705
6261	pointing	1104	2.098923683166504
6262	hollow	1262	2.0987820625305176
6263	protestant	1773	2.097747802734375
6264	fraud	1100	2.09584903717041
6265	enjoyable	767	2.0913121700286865
6266	costing	533	2.0906412601470947
6267	bishop	6267	2.0900909900665283
6268	dover	995	2.081719398498535
6269	patriot	1224	2.0810799598693848
6270	constraint	835	2.080617904663086
6271	dismissal	944	2.0769975185394287
6272	aligned	846	2.0755414962768555
6273	compare	1254	2.07549786567688
6274	curtain	994	2.0707757472991943
6275	shareholder	652	2.0664095878601074
6276	unbeaten	804	2.0596282482147217
6277	magistrate	958	2.0572760105133057
6278	habsburg	752	2.0515973567962646
6279	hart	1751	2.050015687942505
6280	colored	1729	2.044185161590576
6281	millimeter	1785	2.044022560119629
6282	renowned	1005	2.043153762817383
6283	locality	667	2.034097909927368
6284	finger	1953	2.0325253009796143
6285	sox	1760	2.0323848724365234
6286	brighton	1074	2.0298521518707275
6287	basically	795	2.0284554958343506
6288	forbes	1050	2.026953935623169
6289	erupted	830	2.025446891784668
6290	equality	875	2.0244991779327393
6291	prone	844	2.0241916179656982
6292	salvaged	343	2.0217626094818115
6293	seaman	644	2.0213189125061035
6294	proclamation	801	2.0181188583374023
6295	minesweeper	285	2.0172102451324463
6296	humorous	825	2.0169644355773926
6297	overwhelmed	680	2.015166997909546
6298	streaming	510	2.01265811920166
6299	prussia	1034	2.012460947036743
6300	slipped	565	2.0086967945098877
6301	oval	1302	2.0040080547332764
6302	vacant	865	1.9981497526168823
6303	fairy	1311	1.9980032444000244
6304	reunion	1104	1.997214436531067
6305	hiring	701	1.9916367530822754
6306	tna	2148	1.990586757659912
6307	ass	675	1.990012288093567
6308	pope	3851	1.9844200611114502
6309	trline	775	1.9820129871368408
6310	hiding	1208	1.981845736503601
6311	slovakia	461	1.9818294048309326
6312	northeastward	1033	1.981727957725525
6313	criticizing	777	1.9789965152740479
6314	anzac	798	1.9784042835235596
6315	drained	538	1.9779551029205322
6316	er	1272	1.9775246381759644
6317	thank	720	1.9760323762893677
6318	trace	1928	1.9628236293792725
6319	creates	1243	1.9610004425048828
6320	addressing	643	1.9606599807739258
6321	captivity	1283	1.9571843147277832
6322	sustain	675	1.953433871269226
6323	consulted	738	1.9501099586486816
6324	capped	588	1.9495187997817993
6325	aadt	373	1.9477293491363525
6326	instability	672	1.944669246673584
6327	scorer	1286	1.943843126296997
6328	transverse	569	1.9422752857208252
6329	lesbian	1480	1.9415332078933716
6330	painter	1808	1.9390738010406494
6331	accolade	1388	1.9378077983856201
6332	pete	1638	1.937767744064331
6333	cyclogenesis	262	1.9359818696975708
6334	custody	1294	1.9348951578140259
6335	nok	1141	1.9340744018554688
6336	physician	1831	1.9304124116897583
6337	chest	1894	1.9299732446670532
6338	oakland	882	1.9239250421524048
6339	granting	789	1.9228980541229248
6340	bergen	869	1.9223376512527466
6341	hpa	792	1.9154448509216309
6342	rhine	961	1.913948655128479
6343	worship	2003	1.9126555919647217
6344	inherited	1674	1.9123270511627197
6345	instant	778	1.912062406539917
6346	facebook	739	1.9110701084136963
6347	repairing	314	1.9091401100158691
6348	dimension	1958	1.8938348293304443
6349	elect	1005	1.892134666442871
6350	bradley	1592	1.887473702430725
6351	owns	831	1.8873467445373535
6352	explicitly	1038	1.8802504539489746
6353	sussex	1121	1.879745602607727
6354	hughes	1939	1.8779687881469727
6355	nobility	1138	1.8766766786575317
6356	descended	1253	1.876406192779541
6357	agreeing	638	1.876371145248413
6358	powell	1412	1.8757044076919556
6359	liberation	1218	1.8718072175979614
6360	mushroom	2400	1.8714549541473389
6361	expertise	495	1.8711371421813965
6362	admired	1074	1.8687628507614136
6363	harm	1449	1.8643903732299805
6364	princeton	1500	1.8613544702529907
6365	bl	633	1.8611303567886353
6366	introduces	1073	1.8610186576843262
6367	gothic	1747	1.8600722551345825
6368	convened	680	1.8572741746902466
6369	designing	868	1.8570908308029175
6370	mined	439	1.8569787740707397
6371	investigating	1025	1.8549174070358276
6372	exacerbated	449	1.8530477285385132
6373	splitting	670	1.852449655532837
6374	clever	825	1.851892352104187
6375	colder	370	1.851036548614502
6376	reorganization	449	1.8478302955627441
6377	definitive	793	1.8476245403289795
6378	shelling	336	1.8473957777023315
6379	tragedy	1197	1.8463739156723022
6380	impose	524	1.8442151546478271
6381	feedback	967	1.838354468345642
6382	shootout	515	1.8360759019851685
6383	transmitted	823	1.8316335678100586
6384	submission	1077	1.8313417434692383
6385	remixes	1044	1.8293393850326538
6386	waterline	1162	1.828334927558899
6387	autonomous	774	1.8252323865890503
6388	citizenship	1183	1.8245570659637451
6389	literally	1351	1.8227909803390503
6390	behaviour	2598	1.82265305519104
6391	shaw	2010	1.8207170963287354
6392	hd	1321	1.819846272468567
6393	tariff	743	1.8185486793518066
6394	delaying	464	1.8180911540985107
6395	naturally	1482	1.8160830736160278
6396	ear	2513	1.812515139579773
6397	prosecutor	1055	1.810238003730774
6398	viaduct	525	1.8089356422424316
6399	prestige	793	1.8082215785980225
6400	confronted	1108	1.8079272508621216
6401	variable	1917	1.8056633472442627
6402	penn	1483	1.8034735918045044
6403	yes	1067	1.800848364830017
6404	homeland	750	1.7963582277297974
6405	pitchfork	820	1.7957267761230469
6406	kickoff	731	1.7947019338607788
6407	terror	1082	1.7930874824523926
6408	sitcom	992	1.7868716716766357
6409	tallest	781	1.7846615314483643
6410	airway	1132	1.784335732460022
6411	motivation	960	1.782082200050354
6412	stan	1394	1.780881643295288
6413	irrigation	583	1.7807055711746216
6414	imprisonment	1149	1.7780296802520752
6415	exile	2202	1.7730169296264648
6416	till	1259	1.7721867561340332
6417	challenger	610	1.7702165842056274
6418	subscription	651	1.7684093713760376
6419	succeeding	645	1.7673265933990479
6420	consciousness	1502	1.7643548250198364
6421	compose	837	1.7623517513275146
6422	thermal	1081	1.7616642713546753
6423	nesting	992	1.7601699829101562
6424	bet	878	1.75991690158844
6425	catching	790	1.756540060043335
6426	drift	821	1.7505062818527222
6427	hastily	447	1.7493376731872559
6428	lit	1434	1.7472481727600098
6429	lancashire	1412	1.7438782453536987
6430	scheduling	436	1.740626573562622
6431	northwestward	1244	1.7395169734954834
6432	rebered	505	1.733769416809082
6433	hindered	472	1.7333800792694092
6434	rihanna	2329	1.7319633960723877
6435	needing	538	1.7318191528320312
6436	charlotte	1647	1.730951189994812
6437	afraid	990	1.7279664278030396
6438	enjoying	601	1.7248212099075317
6439	midshipman	589	1.7226961851119995
6440	seed	3416	1.7217646837234497
6441	echo	1638	1.7200919389724731
6442	semifinal	1044	1.7197296619415283
6443	quote	1222	1.7123780250549316
6444	discrimination	1032	1.7096220254898071
6445	fielding	997	1.7092795372009277
6446	petroleum	555	1.7070086002349854
6447	jew	3948	1.7063491344451904
6448	lt	872	1.7043246030807495
6449	duet	1397	1.704013466835022
6450	foul	877	1.7028082609176636
6451	prolific	713	1.7017616033554077
6452	feeding	2405	1.696923851966858
6453	consolidate	423	1.6962957382202148
6454	blend	1102	1.6952714920043945
6455	accent	1101	1.6936659812927246
6456	taxi	839	1.6931169033050537
6457	bounded	425	1.6899386644363403
6458	choreography	880	1.6873375177383423
6459	transaction	814	1.6830623149871826
6460	songwriting	1485	1.6788501739501953
6461	amy	2315	1.6751866340637207
6462	confrontation	1204	1.6712974309921265
6463	bold	1067	1.6710798740386963
6464	somewhere	900	1.6694749593734741
6465	abundant	1385	1.6690711975097656
6466	battered	427	1.6683361530303955
6467	disperse	416	1.6672769784927368
6468	midday	379	1.6643085479736328
6469	crossover	941	1.6614223718643188
6470	expired	821	1.661075234413147
6471	disco	1183	1.6601842641830444
6472	relocate	433	1.6591429710388184
6473	tag	3825	1.652661681175232
6474	vale	647	1.651252269744873
6475	glenn	1059	1.6497355699539185
6476	isolation	980	1.6471214294433594
6477	realignment	350	1.6453999280929565
6478	coup	2196	1.643440842628479
6479	novelist	931	1.6424999237060547
6480	supplement	1079	1.641920566558838
6481	bennett	2022	1.6383179426193237
6482	calgary	1406	1.6345595121383667
6483	proponent	830	1.631576418876648
6484	journalism	671	1.6301007270812988
6485	bag	1367	1.6211066246032715
6486	borrowed	1059	1.6201543807983398
6487	campaigned	841	1.6172527074813843
6488	sealed	902	1.6153347492218018
6489	plea	1105	1.614679217338562
6490	serb	2416	1.6142057180404663
6491	ambushed	510	1.6140098571777344
6492	disarmed	359	1.6138619184494019
6493	grammar	1277	1.6113392114639282
6494	depended	587	1.6072665452957153
6495	fi	1155	1.6070592403411865
6496	debuting	529	1.6053974628448486
6497	versailles	484	1.6052193641662598
6498	lennon	3038	1.6047056913375854
6499	genus	6721	1.6039189100265503
6500	progressively	526	1.6035422086715698
6501	veto	733	1.6025325059890747
6502	satisfying	673	1.5997238159179688
6503	hanging	1246	1.5944604873657227
6504	uncomfortable	699	1.591347098350525
6505	boxing	1165	1.5905615091323853
6506	arlington	498	1.5889838933944702
6507	adrian	1141	1.5888272523880005
6508	crane	1898	1.5860220193862915
6509	knock	999	1.5834159851074219
6510	usaaf	392	1.5804965496063232
6511	vienna	1269	1.5801173448562622
6512	bf	901	1.5800949335098267
6513	jumping	1404	1.5799238681793213
6514	quartermaster	270	1.5696851015090942
6515	inscription	2082	1.567792534828186
6516	goalkeeper	1190	1.565751075744629
6517	gregory	1526	1.565117359161377
6518	grave	2030	1.5646344423294067
6519	anyway	711	1.5642880201339722
6520	emi	923	1.562898874282837
6521	composite	862	1.5621237754821777
6522	sunderland	1093	1.5598032474517822
6523	artifact	1174	1.5596038103103638
6524	depart	615	1.5575547218322754
6525	endured	662	1.5566976070404053
6526	southwestward	343	1.5546107292175293
6527	consumption	1675	1.553684115409851
6528	etc	1358	1.5520142316818237
6529	catherine	2001	1.5505200624465942
6530	crescent	906	1.5489248037338257
6531	secular	1110	1.5466091632843018
6532	wise	1248	1.5460078716278076
6533	careful	814	1.5440620183944702
6534	britney	1118	1.5436888933181763
6535	facto	710	1.5374770164489746
6536	announce	592	1.5268651247024536
6537	traversed	289	1.5215466022491455
6538	swift	2509	1.5206376314163208
6539	portable	992	1.5194402933120728
6540	dissolution	918	1.5177297592163086
6541	monopoly	894	1.5157551765441895
6542	marc	1243	1.5157307386398315
6543	chimney	667	1.515220046043396
6544	newcomer	667	1.5133012533187866
6545	madrid	1291	1.5088341236114502
6546	densely	551	1.5082733631134033
6547	regret	954	1.506250023841858
6548	qualifier	475	1.5059138536453247
6549	recession	529	1.5047980546951294
6550	ski	1812	1.5040420293807983
6551	worthy	1064	1.5001040697097778
6552	confluence	582	1.4938544034957886
6553	cinematography	744	1.4912739992141724
6554	facilitated	487	1.4909234046936035
6555	technically	804	1.488112211227417
6556	pakistan	2103	1.4851179122924805
6557	attendee	518	1.4817014932632446
6558	desk	722	1.4810367822647095
6559	economically	655	1.476334571838379
6560	fake	1230	1.4755747318267822
6561	informer	657	1.475322961807251
6562	wharf	580	1.47503662109375
6563	teaser	533	1.4736859798431396
6564	liaison	599	1.4729886054992676
6565	turnover	554	1.4616020917892456
6566	wounding	432	1.4586973190307617
6567	uncovered	764	1.4557881355285645
6568	negro	1002	1.4534200429916382
6569	admits	970	1.449952483177185
6570	emotionally	826	1.4450912475585938
6571	roundabout	480	1.4436439275741577
6572	davy	2176	1.441185474395752
6573	radiation	2227	1.4403990507125854
6574	acc	901	1.4402027130126953
6575	inflation	766	1.4385297298431396
6576	amusement	706	1.43756902217865
6577	barometric	757	1.4375110864639282
6578	contention	647	1.4258041381835938
6579	transformed	1440	1.4246548414230347
6580	camden	571	1.4245625734329224
6581	screenwriter	828	1.419262409210205
6582	grammy	2702	1.4178239107131958
6583	ukraine	795	1.416200876235962
6584	meal	1344	1.4157832860946655
6585	jubilee	481	1.4148054122924805
6586	mentor	968	1.4125090837478638
6587	grows	1576	1.4119887351989746
6588	riverside	608	1.4116142988204956
6589	steamship	445	1.4111058712005615
6590	antagonist	1232	1.4004831314086914
6591	secretly	1111	1.399569034576416
6592	luck	793	1.3991512060165405
6593	wallace	1932	1.3985501527786255
6594	suite	1477	1.3964303731918335
6595	picking	723	1.3944387435913086
6596	pronounced	1272	1.3886178731918335
6597	satire	897	1.3853446245193481
6598	unfinished	788	1.383316159248352
6599	ferdinand	1303	1.3824403285980225
6600	lounge	743	1.379697561264038
6601	prominently	876	1.3794959783554077
6602	melodic	839	1.378625750541687
6603	presumably	952	1.3778156042099
6604	bulkhead	808	1.3776588439941406
6605	volley	370	1.377619743347168
6606	ought	595	1.3764921426773071
6607	ash	2998	1.3759536743164062
6608	appealing	742	1.3755296468734741
6609	primetime	1031	1.3748501539230347
6610	sortied	360	1.3747774362564087
6611	simultaneous	616	1.3747024536132812
6612	cycling	823	1.3744356632232666
6613	inevitable	652	1.3720020055770874
6614	prey	3601	1.3689171075820923
6615	differ	1186	1.3684762716293335
6616	ecosystem	1127	1.3643815517425537
6617	amidships	786	1.3642895221710205
6618	relate	763	1.3628051280975342
6619	logo	1672	1.359373688697815
6620	coat	2536	1.358205795288086
6621	postal	601	1.3572872877120972
6622	ebert	723	1.3559534549713135
6623	autonomy	760	1.3550063371658325
6624	rewarded	722	1.354601502418518
6625	surveillance	774	1.350386142730713
6626	patent	1527	1.3460367918014526
6627	sounded	1023	1.3444280624389648
6628	mineral	1688	1.3438618183135986
6629	con	849	1.3404494524002075
6630	emergence	784	1.3362507820129395
6631	faithful	848	1.3355867862701416
6632	kaiserliche	307	1.3339394330978394
6633	domestically	391	1.3268325328826904
6634	solve	1055	1.3249194622039795
6635	lap	5903	1.3242723941802979
6636	johnston	1891	1.3238599300384521
6637	subsidy	720	1.3236329555511475
6638	cat	3569	1.3196024894714355
6639	honoured	617	1.3189997673034668
6640	echoed	813	1.3182754516601562
6641	hang	1052	1.3175873756408691
6642	seaplane	510	1.3163115978240967
6643	virtue	1224	1.3160687685012817
6644	courthouse	812	1.3120639324188232
6645	weaponry	525	1.3099192380905151
6646	horizon	991	1.309354543685913
6647	cricketer	1235	1.3067985773086548
6648	jerusalem	1731	1.3067104816436768
6649	crystal	3375	1.302823543548584
6650	invade	673	1.3027960062026978
6651	defining	944	1.302773356437683
6652	obviously	815	1.2991626262664795
6653	checked	600	1.2976287603378296
6654	governance	860	1.2975413799285889
6655	catapult	435	1.2959513664245605
6656	beast	1460	1.2957723140716553
6657	magnitude	2082	1.29524827003479
6658	advent	928	1.2940648794174194
6659	sixteenth	793	1.2892643213272095
6660	readiness	437	1.287227749824524
6661	undergo	968	1.2863823175430298
6662	helm	1034	1.285976529121399
6663	declare	922	1.2838964462280273
6664	listened	649	1.2821558713912964
6665	winston	874	1.281463384628296
6666	pierre	1683	1.2796772718429565
6667	authentic	705	1.2786978483200073
6668	reliability	464	1.2714667320251465
6669	regent	1194	1.2708016633987427
6670	manual	1341	1.2686349153518677
6671	mortality	1009	1.2683652639389038
6672	ballet	1394	1.2649143934249878
6673	ram	1653	1.261041522026062
6674	abolition	614	1.2604717016220093
6675	comedic	724	1.2592976093292236
6676	hydraulic	512	1.254716396331787
6677	assassination	1618	1.2540442943572998
6678	quadruple	564	1.2517108917236328
6679	calendar	1186	1.251124620437622
6680	gasoline	891	1.2494043111801147
6681	organizer	635	1.2476236820220947
6682	stevens	1862	1.2468074560165405
6683	define	910	1.2448081970214844
6684	slant	874	1.2436072826385498
6685	lebanon	929	1.2434526681900024
6686	preparatory	514	1.241633653640747
6687	wehrmacht	479	1.2409991025924683
6688	accomplish	566	1.2407764196395874
6689	southerly	293	1.2397480010986328
6690	encountering	487	1.2390164136886597
6691	antarctic	996	1.2358020544052124
6692	afc	696	1.2347328662872314
6693	lockheed	527	1.232751488685608
6694	philosopher	1606	1.2318165302276611
6695	composing	883	1.2313989400863647
6696	phillips	1251	1.231053352355957
6697	remixed	773	1.2260218858718872
6698	brad	1141	1.2252694368362427
6699	confession	1300	1.224074363708496
6700	inception	794	1.2229331731796265
6701	incredible	839	1.2227915525436401
6702	veracruz	453	1.221290111541748
6703	onset	887	1.2168012857437134
6704	mandatory	807	1.2166286706924438
6705	ca	1278	1.2143245935440063
6706	corporal	535	1.2130483388900757
6707	enforce	756	1.2059776782989502
6708	spanned	450	1.2051091194152832
6709	metaphor	880	1.2018920183181763
6710	protective	1152	1.2006800174713135
6711	overpass	329	1.2002769708633423
6712	storytelling	673	1.2001830339431763
6713	cluster	2067	1.1979913711547852
6714	adapt	762	1.1937706470489502
6715	dominion	1069	1.1937332153320312
6716	midwest	520	1.1909358501434326
6717	necessity	756	1.1905075311660767
6718	incoming	586	1.1873112916946411
6719	sizable	330	1.1806957721710205
6720	terminating	332	1.1795448064804077
6721	occupies	562	1.1793938875198364
6722	glacier	1951	1.176958680152893
6723	magical	1293	1.1766432523727417
6724	dignitary	347	1.176121711730957
6725	offence	1020	1.1744476556777954
6726	truman	1369	1.172008752822876
6727	mvp	1307	1.1717597246170044
6728	robot	1554	1.1715514659881592
6729	shelf	721	1.170074701309204
6730	countdown	552	1.1695674657821655
6731	charm	927	1.1693812608718872
6732	container	818	1.166074514389038
6733	cox	1493	1.1643521785736084
6734	launcher	479	1.1631101369857788
6735	cage	1656	1.1618640422821045
6736	curtis	1537	1.1574102640151978
6737	jennifer	1268	1.1568671464920044
6738	conductor	1361	1.1568450927734375
6739	recruitment	644	1.1568272113800049
6740	gonna	926	1.1561757326126099
6741	bight	307	1.1561055183410645
6742	pregnancy	1363	1.1545344591140747
6743	joshua	1019	1.1533524990081787
6744	weekday	390	1.1518183946609497
6745	romania	1266	1.1507041454315186
6746	nancy	1676	1.1455284357070923
6747	identification	1272	1.1454554796218872
6748	fielded	421	1.143112063407898
6749	stressed	789	1.1422834396362305
6750	joel	1073	1.1418195962905884
6751	eighteenth	1010	1.1396571397781372
6752	corn	1026	1.1389617919921875
6753	prop	848	1.138063669204712
6754	spike	1541	1.13780677318573
6755	siding	539	1.133109450340271
6756	repetitive	769	1.1331040859222412
6757	xi	1505	1.132598876953125
6758	canon	1537	1.132283091545105
6759	totalling	320	1.1319513320922852
6760	masonry	490	1.1316707134246826
6761	nicaragua	563	1.1314656734466553
6762	happiness	762	1.130348563194275
6763	compulsory	627	1.1290205717086792
6764	detained	657	1.1283578872680664
6765	screw	676	1.127903699874878
6766	wisden	863	1.1274608373641968
6767	reissue	732	1.1268850564956665
6768	treasurer	689	1.1267873048782349
6769	ceded	537	1.1252821683883667
6770	casual	675	1.1249157190322876
6771	jeffrey	1121	1.124913215637207
6772	malaysia	1892	1.1240105628967285
6773	neighbourhood	623	1.123388409614563
6774	judiciary	696	1.1202032566070557
6775	extinction	1477	1.1191462278366089
6776	ankle	919	1.1182781457901
6777	intentionally	795	1.1179879903793335
6778	sexually	1172	1.117140293121338
6779	invention	1288	1.116899847984314
6780	tommy	1577	1.1153877973556519
6781	authored	859	1.1146953105926514
6782	mutiny	852	1.1143807172775269
6783	edit	746	1.1107758283615112
6784	tracy	2266	1.1088029146194458
6785	inspect	297	1.1083444356918335
6786	feather	2105	1.1080036163330078
6787	plenty	741	1.107593059539795
6788	danny	1763	1.106575608253479
6789	burnt	829	1.1058732271194458
6790	strikeout	842	1.1045036315917969
6791	innocent	1436	1.1041755676269531
6792	causeway	675	1.1031643152236938
6793	merge	630	1.1029855012893677
6794	fulfill	566	1.1017755270004272
6795	censor	598	1.1005393266677856
6796	rbi	1421	1.0998972654342651
6797	cole	1907	1.0981696844100952
6798	dash	675	1.095218300819397
6799	rachel	2227	1.0908257961273193
6800	sovereignty	1054	1.0872966051101685
6801	chased	655	1.0845637321472168
6802	ration	443	1.0824528932571411
6803	sounding	920	1.0813984870910645
6804	recapture	444	1.081088662147522
6805	displaying	746	1.0797975063323975
6806	execute	648	1.075690746307373
6807	oricon	454	1.0753122568130493
6808	infant	1731	1.0751469135284424
6809	remastered	751	1.075011968612671
6810	collaborator	1090	1.0749279260635376
6811	maurice	1204	1.073874592781067
6812	maple	1521	1.0732858180999756
6813	iran	1447	1.0720304250717163
6814	dust	1747	1.070284366607666
6815	ceasefire	443	1.069650411605835
6816	catalog	825	1.0690746307373047
6817	gazette	855	1.0689305067062378
6818	wolf	2875	1.0661803483963013
6819	unavailable	615	1.0661519765853882
6820	dressing	945	1.0660544633865356
6821	tragic	787	1.0641770362854004
6822	nightfall	328	1.0639079809188843
6823	literacy	521	1.0623120069503784
6824	staircase	790	1.0562446117401123
6825	mac	1965	1.0561134815216064
6826	hauled	347	1.055021047592163
6827	nashville	1222	1.054380178451538
6828	broader	900	1.0532827377319336
6829	duel	865	1.0499553680419922
6830	quietly	646	1.0498871803283691
6831	rink	526	1.048692226409912
6832	haul	567	1.0426437854766846
6833	endurance	605	1.041497826576233
6834	lagoon	503	1.0400221347808838
6835	punch	1198	1.039670705795288
6836	comrade	558	1.0395805835723877
6837	sonic	2080	1.0372858047485352
6838	connector	697	1.0365880727767944
6839	benefited	631	1.0356903076171875
6840	abandoning	554	1.0340524911880493
6841	bunch	660	1.0335633754730225
6842	precise	1118	1.0314044952392578
6843	amnesty	520	1.029800295829773
6844	amassed	513	1.0287054777145386
6845	testified	929	1.028306484222412
6846	aggression	776	1.026813268661499
6847	letting	692	1.024841547012329
6848	sustaining	442	1.0245778560638428
6849	touched	880	1.0242643356323242
6850	topping	659	1.0241899490356445
6851	aaron	1349	1.023948073387146
6852	eating	1931	1.0238802433013916
6853	boycott	964	1.0238693952560425
6854	col	889	1.0237220525741577
6855	morrison	2243	1.0232491493225098
6856	csx	210	1.0227619409561157
6857	eat	2155	1.0224168300628662
6858	reorganised	338	1.0191844701766968
6859	widens	290	1.0189391374588013
6860	deadly	899	1.016722321510315
6861	suppress	610	1.0158997774124146
6862	luke	1907	1.0158708095550537
6863	guideline	802	1.0135691165924072
6864	mandate	843	1.0120186805725098
6865	repelled	342	1.0093872547149658
6866	stair	740	1.0093162059783936
6867	clarke	1888	1.0071759223937988
6868	porter	1396	1.0067861080169678
6869	murdered	1623	1.0063480138778687
6870	inspected	375	1.0062397718429565
6871	constantine	1807	1.0057361125946045
6872	recaptured	436	1.0055522918701172
6873	shark	5562	1.0050079822540283
6874	stalemate	392	1.0049481391906738
6875	pact	736	1.00407874584198
6876	moresby	393	0.9998075366020203
6877	recommend	545	0.9996414184570312
6878	mortally	330	0.9994296431541443
6879	advocacy	555	0.9993602633476257
6880	loving	882	0.9979005455970764
6881	ascended	453	0.9977033138275146
6882	postseason	798	0.9970675706863403
6883	dull	817	0.9967260956764221
6884	foreigner	676	0.9943820834159851
6885	magnificent	750	0.993355929851532
6886	corvette	446	0.9930975437164307
6887	malaya	529	0.9929536581039429
6888	hawaiian	1350	0.9896202087402344
6889	firearm	779	0.9886481761932373
6890	susan	1798	0.9878662824630737
6891	uefa	2178	0.9866885542869568
6892	anticyclone	261	0.9865450859069824
6893	suffrage	769	0.9844175577163696
6894	clashed	601	0.9835075736045837
6895	nose	1818	0.982065737247467
6896	forbidden	979	0.9818907976150513
6897	questioning	776	0.9796679019927979
6898	trademark	1291	0.9773836731910706
6899	conquered	1111	0.9773467183113098
6900	slide	1070	0.9753342866897583
6901	farewell	738	0.9742635488510132
6902	groove	1256	0.9741362929344177
6903	tore	440	0.9739773869514465
6904	sympathetic	1008	0.9735602140426636
6905	serviceman	373	0.9732876420021057
6906	sibling	1283	0.972900390625
6907	namely	1115	0.9718230366706848
6908	chartered	544	0.9713734984397888
6909	pamphlet	822	0.9704930186271667
6910	ferguson	1120	0.9701526165008545
6911	improvised	686	0.968457818031311
6912	sophisticated	944	0.9666734337806702
6913	cite	1134	0.9662395715713501
6914	iraqi	1033	0.9647920727729797
6915	endorsement	772	0.9647284150123596
6916	friedrich	1521	0.9632110595703125
6917	owed	708	0.9616515040397644
6918	kurt	2265	0.9612621068954468
6919	drag	1063	0.9555264711380005
6920	israeli	2201	0.9552419185638428
6921	gravity	1560	0.9549733400344849
6922	rope	1351	0.9548246264457703
6923	candidacy	658	0.9545888304710388
6924	observing	957	0.9537144303321838
6925	compact	1150	0.9518020749092102
6926	middlesex	973	0.9515901803970337
6927	lucas	2034	0.9500235319137573
6928	adjustment	587	0.9491881132125854
6929	josh	1413	0.9487485289573669
6930	chancellor	1731	0.9484115242958069
6931	entertainer	594	0.9441944360733032
6932	continuity	810	0.9435104131698608
6933	globally	511	0.941893994808197
6934	unreleased	690	0.9413052797317505
6935	sunset	883	0.9409510493278503
6936	ing	891	0.9399368166923523
6937	commando	1115	0.9398974776268005
6938	destined	538	0.9383578896522522
6939	registry	716	0.9376050233840942
6940	preserving	497	0.9362238049507141
6941	interned	425	0.9360591769218445
6942	hyde	831	0.9355182647705078
6943	rhythmic	677	0.9331719279289246
6944	repertoire	730	0.932661771774292
6945	stipulated	341	0.9326483011245728
6946	milan	1371	0.9310922026634216
6947	easternmost	248	0.9308590888977051
6948	poetic	991	0.9294559955596924
6949	contestant	1239	0.9289482235908508
6950	unesco	554	0.9289087057113647
6951	precursor	1083	0.9277318120002747
6952	bayonet	405	0.9264044761657715
6953	cornwall	889	0.9257643222808838
6954	scrutiny	541	0.9248137474060059
6955	coronation	1410	0.9241104125976562
6956	offset	583	0.9218573570251465
6957	smash	1009	0.921605110168457
6958	outlined	592	0.9203038215637207
6959	lithuanian	1256	0.918711245059967
6960	pulling	908	0.9185180068016052
6961	modernized	366	0.9174000024795532
6962	prohibition	936	0.9164774417877197
6963	polar	1747	0.9160879850387573
6964	cornwallis	751	0.9140172004699707
6965	tea	1622	0.9118207097053528
6966	monastery	2522	0.911556601524353
6967	ovation	392	0.9101284146308899
6968	adjutant	415	0.9082956314086914
6969	mob	1069	0.9059091210365295
6970	crete	626	0.9053718447685242
6971	experiencing	800	0.903953492641449
6972	atoll	496	0.9035374522209167
6973	trans	1117	0.9033451676368713
6974	frontage	259	0.9028511047363281
6975	index	1304	0.9024466276168823
6976	boosted	343	0.900676429271698
6977	barbara	1689	0.9003552198410034
6978	smile	846	0.8981806635856628
6979	confirm	925	0.8974892497062683
6980	prose	1149	0.8966658711433411
6981	der	2973	0.8957523107528687
6982	tyler	1808	0.8934199213981628
6983	rotated	385	0.8923119902610779
6984	lonely	842	0.8915982246398926
6985	worry	809	0.891416609287262
6986	suffolk	676	0.8870452046394348
6987	pale	1641	0.8870424628257751
6988	lobbied	492	0.8849526643753052
6989	assaulted	615	0.8841156363487244
6990	controller	1536	0.8806880712509155
6991	coinage	940	0.8804077506065369
6992	commence	389	0.8795135617256165
6993	stained	802	0.87773197889328
6994	invest	471	0.8774798512458801
6995	canuck	1553	0.8761700987815857
6996	reliance	622	0.8746521472930908
6997	bolshevik	643	0.8742354512214661
6998	eponymous	773	0.8715174794197083
6999	bloody	1177	0.8706085681915283
7000	bolster	416	0.8702982068061829
7001	brien	1439	0.8687767386436462
7002	divine	1873	0.8672352433204651
7003	ascent	738	0.8663803339004517
7004	mainline	459	0.8660022020339966
7005	paced	612	0.8650186657905579
7006	practiced	868	0.8633891344070435
7007	helmet	1047	0.8632146716117859
7008	negatively	699	0.8631153702735901
7009	walt	1331	0.8620319366455078
7010	afloat	272	0.8618921637535095
7011	troubled	904	0.8613306879997253
7012	speaks	941	0.8610489964485168
7013	canvas	648	0.8601090312004089
7014	willingness	574	0.8597233891487122
7015	targeting	756	0.8594288229942322
7016	gunpowder	794	0.8590431809425354
7017	nightmare	951	0.8573006391525269
7018	gamer	648	0.8570544123649597
7019	upheld	722	0.856797456741333
7020	decent	621	0.852834165096283
7021	striker	1315	0.8520351052284241
7022	refurbished	411	0.8518819212913513
7023	anna	2913	0.8496981859207153
7024	marathon	844	0.8496055603027344
